Date,Rating,Review,User,Translated_Review,Manually_Labelled_Sentiment
23/4/2024,1,"I have ordered something and at the date of delivery, it was returned to the seller from the first delivery attempt because the delivery guy called me one time and couldn't call him back because i was in a lecture. When I tried to contact him after that, he ignored me. Another order with another problem that should have been delivered on the 21st of April had two delivery attempts without anyone contacting me and the second one was today. This is the worst customer service ever.",Ali Ayman,"I have ordered something and at the date of delivery, it was returned to the seller from the first delivery attempt because the delivery guy called me one time and couldn't call him back because i was in a lecture. When I tried to contact him after that, he ignored me. Another order with another problem that should have been delivered on the 21st of April had two delivery attempts without anyone contacting me and the second one was today. This is the worst customer service ever.",Negative
22/4/2024,1,"I have overdue in my seller wallet due to a buyer refunded and charged me on shipping fee rough RM9. so i want to pay using shopee pay to clear it. More than 2 weeks, they can't provide any solutions on how i can settle the overdue amount and no payment methods. All the agents marked SOLVED but actually never solve. How ridiculous your company - brainless management cant even think of solving problems.",Jose,"I have overdue in my seller wallet due to a buyer refunded and charged me on shipping fee rough RM9. so i want to pay using shopee pay to clear it. More than 2 weeks, they can't provide any solutions on how i can settle the overdue amount and no payment methods. All the agents marked SOLVED but actually never solve. How ridiculous your company - brainless management cant even think of solving problems.",Negative
19/4/2024,1,"Shopee's dispute team is lying with open eyes. I have great doubts about your neutrality.

",Ong es,Shopee's dispute team is lying with open eyes. I have great doubts about your neutrality.,Negative
12/4/2024,1,"They have a way to manipulate the system and are waiting for me to deposit more money in to fulfil pending orders. Their Customer Service do not help and work with Shopee to frustrate all your enquiries and they offer no solutions to any enquiries you make. Their user interface is very restricted and they control everything behind the scenes as you can not control anything as the seller. If an order is not processed within 72 hours they will freeze your shop and have to pay 1001USDT fo re-open it , but still even after paying the money you Shopee Wallet will only be unfrozen after 3 days. Even if you want to withdraw the money they will make sure you won't get any access and if you happen to have any money in the wallet and there is a pending order to be fulfilled , they won't let you withdraw anything. I am sure their systemis more of a Task Scam. They will bleed you dry and take every penny out of you. I am convinced I won't see any penny and I have to accept that my money is gone. AVOID!
Date of experience: April 2024
________________________________________
",Miss Paula Stewart,"They have a way to manipulate the system and are waiting for me to deposit more money in to fulfil pending orders. Their Customer Service do not help and work with Shopee to frustrate all your enquiries and they offer no solutions to any enquiries you make. Their user interface is very restricted and they control everything behind the scenes as you can not control anything as the seller. If an order is not processed within 72 hours they will freeze your shop and have to pay 1001USDT fo re-open it , but still even after paying the money you Shopee Wallet will only be unfrozen after 3 days. Even if you want to withdraw the money they will make sure you won't get any access and if you happen to have any money in the wallet and there is a pending order to be fulfilled , they won't let you withdraw anything. I am sure their systemis more of a Task Scam. They will bleed you dry and take every penny out of you. I am convinced I won't see any penny and I have to accept that my money is gone. AVOID!
Date of experience: April 2024
________________________________________",Negative
4/4/2024,1,"My order #2403275YDGK126 is a golf range finder Mileseey model PF2E, but was delivered Mileseey model PF210.
Please arrange to send me the correct model.

Regards
Joseph",Joseph Lim,"My order #2403275YDGK126 is a golf range finder Mileseey model PF2E, but was delivered Mileseey model PF210.
Please arrange to send me the correct model.

Regards
Joseph",Negative
4/4/2024,1,like Lazada...mostly scam.  Send message to me say product delivered..but I'm home..no phone call to say product here..no contact name for delivery man.  You use this company you a BIGGER fool than me.,Ron Macdonald,like Lazada...mostly scam.  Send message to me say product delivered..but I'm home..no phone call to say product here..no contact name for delivery man.  You use this company you a BIGGER fool than me.,Negative
18/3/2024,1,"Very bad app, a lot of bugs, also customers support very bad, very under invest. Want to download invoice also difficult, app keep saying sent to email, but actually is cheating.
",CloudSight,"Very bad app, a lot of bugs, also customers support very bad, very under invest. Want to download invoice also difficult, app keep saying sent to email, but actually is cheating.",Negative
9/3/2024,1,"Shopee really worst service, I have received all 4 items with dent, damage and missing part. Request refund and take photo as proof but ask me return according the date. Already told seller and shopee that now I'm travelling how to return the items. Seller push all responsibility to shopee and shopee said the seller is from oversea must return items to warehouse. I purchase so many times non of this happen before.... Don't ever believe safety guarantee by shopee all bluff and lying... Shopee is not a good platform 

",Jessica,"Shopee really worst service, I have received all 4 items with dent, damage and missing part. Request refund and take photo as proof but ask me return according the date. Already told seller and shopee that now I'm travelling how to return the items. Seller push all responsibility to shopee and shopee said the seller is from oversea must return items to warehouse. I purchase so many times non of this happen before.... Don't ever believe safety guarantee by shopee all bluff and lying... Shopee is not a good platform",Negative
22/2/2024,1,"I trusted their guarantee. But it is all a lie. Shopee is full of scam sites with guarantees but even though you flag them, they are not taken down. Shopee is a front for fake sites selling fake items. Don't buy from them. There is no protection.",Jaeyun,"I trusted their guarantee. But it is all a lie. Shopee is full of scam sites with guarantees but even though you flag them, they are not taken down. Shopee is a front for fake sites selling fake items. Don't buy from them. There is no protection.",Negative
15/2/2024,1,"Site says you can log via phone or email.  FALSE.  And why do that?  Checkout forces me to confirm my phone, but will not not send a verification code.  Therefore, NO PURCHASE.",Richard Sudborough,"Site says you can log via phone or email.  FALSE.  And why do that?  Checkout forces me to confirm my phone, but will not not send a verification code.  Therefore, NO PURCHASE.",Negative
15/2/2024,1,"Refund? Customer services? never heard of that..

knockoff product? counterfeit items? reselling stolen account? yes, yes, they allowed it..",DF,"Refund? Customer services? never heard of that..

knockoff product? counterfeit items? reselling stolen account? yes, yes, they allowed it..",Negative
10/2/2024,1,Wish I had read the reviews I ordered a dress in October 23 still waiting they tell me its been delivered but its now February 24 still waiting but they have my money got no chance of getting my money back or getting my item be WARNED,Sue Thompson,Wish I had read the reviews I ordered a dress in October 23 still waiting they tell me its been delivered but its now February 24 still waiting but they have my money got no chance of getting my money back or getting my item be WARNED,Negative
5/2/2024,1,"In Dec 2023, I ordered a multifunction knife sharpener branded as â€œSealyâ€ but received a sharpener with no brand. As the product looks fake to me, I requested for a refund but was denied by Shopee. 
Shopee seems ineffective or lacking will in addressing the fake product sale.",W M Wah,"In Dec 2023, I ordered a multifunction knife sharpener branded as â€œSealyâ€ but received a sharpener with no brand. As the product looks fake to me, I requested for a refund but was denied by Shopee. 
Shopee seems ineffective or lacking will in addressing the fake product sale.",Negative
19/1/2024,1,Extremely TERRIBLE WORST DISGUSTING customer service team ever. All of them do not have simple common sense to understand consumer problem. All customer service basically are robotic reply!,Seller,Extremely TERRIBLE WORST DISGUSTING customer service team ever. All of them do not have simple common sense to understand consumer problem. All customer service basically are robotic reply!,Negative
17/1/2024,1,"Literally got denied by Shopee for Non-SSL Delivery Application 8 times in a row, spanning about 2 months in real time. Every time I got denied I would ask what the problem was, through basically every means that they offered and every time they would say that they will help hurry the process for me, and that all the information I provided was clear and sufficient. I get rejected every time either ways. Absolutely trash customer service.",Ryan Lee,"Literally got denied by Shopee for Non-SSL Delivery Application 8 times in a row, spanning about 2 months in real time. Every time I got denied I would ask what the problem was, through basically every means that they offered and every time they would say that they will help hurry the process for me, and that all the information I provided was clear and sufficient. I get rejected every time either ways. Absolutely trash customer service.",Negative
9/1/2024,1,"shopee very low effort company , if u have any dispute with seller, shoppe doesnt even need to discus with seller. they straight cancel customer request",Dr.Usamah,"shopee very low effort company , if u have any dispute with seller, shoppe doesnt even need to discus with seller. they straight cancel customer request",Negative
4/1/2024,2,"Please review the courier service that delivers parcels from overseas, such as Best Express. They hold our parcels for an extended period. Shopee will refund our money if the courier service fails to deliver our parcels, but Shopee also takes too long to release our funds. As customers, we have alternative options for online purchases if Shopee does not improve its partnership with the courier service.",R AW,"Please review the courier service that delivers parcels from overseas, such as Best Express. They hold our parcels for an extended period. Shopee will refund our money if the courier service fails to deliver our parcels, but Shopee also takes too long to release our funds. As customers, we have alternative options for online purchases if Shopee does not improve its partnership with the courier service.",Negative
4/1/2024,1,Shopee keeps cutting in on and taking over my phone with aggressive and forceful marketing. I will never use this company for anything - not ever - because of this despicable and disrespectful advertising approach.,Joshuahn Jackstonburg,Shopee keeps cutting in on and taking over my phone with aggressive and forceful marketing. I will never use this company for anything - not ever - because of this despicable and disrespectful advertising approach.,Negative
29/12/2023,1,"The worst online app I ever come across. It takes ages even to get verification codes and even after getting it won't work. The most useless app. If you are outside philipines ot thailand , you can not order anything for your friends there.",Irfan Ahmed,"The worst online app I ever come across. It takes ages even to get verification codes and even after getting it won't work. The most useless app. If you are outside philipines ot thailand , you can not order anything for your friends there.",Negative
26/12/2023,1,"Stupid company
How can I delete my acc if I can't even access it?? hell stupid customer service. Like talking to a bot dick head",Mr Meed,"Stupid company
How can I delete my acc if I can't even access it?? hell stupid customer service. Like talking to a bot dick head",Negative
21/12/2023,1,"Shopee is a typical Filipino/ Chinese Company...they block all ways to stop us from writing a review if we request a refund from their Sellers for them sending us a product different than they advertise.... I have dealt with this site for over 12 years and can guarantee u that over 75% of their Sellers show us a product and ship us something different.... DON'T BE FOOLED, I AM WARNING U.....",56Mariner,"Shopee is a typical Filipino/ Chinese Company...they block all ways to stop us from writing a review if we request a refund from their Sellers for them sending us a product different than they advertise.... I have dealt with this site for over 12 years and can guarantee u that over 75% of their Sellers show us a product and ship us something different.... DON'T BE FOOLED, I AM WARNING U.....",Negative
20/12/2023,1,"Been contacting their customer service twice via Chat in shopee app, unfortunately their CS is completely useless. The problem that i had was only unable to change my shop url to a more reasonable name, their CS given the steps to change it, unfortunately there was nowhere to go based on the given guide lines. By the time i get back to the Chat, the chat was line terminated coz i was away for afew minutes, then simply marked it as ""Solved"". I don't understand what kind of help is this if you can't even resolve the problem!!!",New seller,"Been contacting their customer service twice via Chat in shopee app, unfortunately their CS is completely useless. The problem that i had was only unable to change my shop url to a more reasonable name, their CS given the steps to change it, unfortunately there was nowhere to go based on the given guide lines. By the time i get back to the Chat, the chat was line terminated coz i was away for afew minutes, then simply marked it as ""Solved"". I don't understand what kind of help is this if you can't even resolve the problem!!!",Negative
14/12/2023,1,Don't ever buy shopee gift card or cash voucher. Processing took more than one week. Every time made enquiry kept saying will expedite but nothing has been done. Terrible service.,Y,Don't ever buy shopee gift card or cash voucher. Processing took more than one week. Every time made enquiry kept saying will expedite but nothing has been done. Terrible service.,Negative
3/12/2023,1,"Bought an RM 800 desk, it's broken, asked for a return and no one came to pick it up. Emailed them, called them and kept saying someone would pick it up. Ask me to fill another form and I filled. And no replies. Now the order status changed to complete and can't apply for another refund process. Just avoid this platform at all costs. This is not my first time experiencing this.",Choo YC,"Bought an RM 800 desk, it's broken, asked for a return and no one came to pick it up. Emailed them, called them and kept saying someone would pick it up. Ask me to fill another form and I filled. And no replies. Now the order status changed to complete and can't apply for another refund process. Just avoid this platform at all costs. This is not my first time experiencing this.",Negative
2/12/2023,1,"Bought an item , it came in terrible condition . Sent back for a refund cuz it's not even safe to use anymore. Seller sent back the item saying they will replace. Fine . But the replaced item is just the same product but them trying to fix it (and failed). Reached out to Shopee CS but their service is like dogwater. Redirected to another page , refill a form , then AFK . Even an autistic mentally damaged turtle with brain aneurysm has better communication capabilities than Shopee. Not my first rodeo with shopee. Many times I had tried to get a reasonable refund since an item was either unsafe for use or is damaged but then they die die don't wanna fix it or refund . At times , your item can even be cancelled because of logistics issue (shopee Xpress) .",Vignette Lines,"Bought an item , it came in terrible condition . Sent back for a refund cuz it's not even safe to use anymore. Seller sent back the item saying they will replace. Fine . But the replaced item is just the same product but them trying to fix it (and failed). Reached out to Shopee CS but their service is like dogwater. Redirected to another page , refill a form , then AFK . Even an autistic mentally damaged turtle with brain aneurysm has better communication capabilities than Shopee. Not my first rodeo with shopee. Many times I had tried to get a reasonable refund since an item was either unsafe for use or is damaged but then they die die don't wanna fix it or refund . At times , your item can even be cancelled because of logistics issue (shopee Xpress) .",Negative
27/11/2023,1,"Been using Shopee for many years. Overall, I have love hate relationship with their platform. There are many fake products and Shopee does not even bother about it. Next will be customer service, very poor and unprofessional. Hard to get through them and of cos email will take days to reply. Last but not least, Shopee Express Delivery is a joke. There are times, the delivery took more than a week (non-oversea products). Delivery fare has been increased but the service is not getting any better (Such a shame).",James Wong,"Been using Shopee for many years. Overall, I have love hate relationship with their platform. There are many fake products and Shopee does not even bother about it. Next will be customer service, very poor and unprofessional. Hard to get through them and of cos email will take days to reply. Last but not least, Shopee Express Delivery is a joke. There are times, the delivery took more than a week (non-oversea products). Delivery fare has been increased but the service is not getting any better (Such a shame).",Negative
13/11/2023,1,"This website is a scam. A full scam. Usually things either arrive the wrong size or broken, where they will not refund. But my last order I paid by Google pay, I ordered 3 items. Paid by Google pay, was charged by my bank and there colleague told me they received the money (I have screenshot of the conversation). They then cancelled my order and told me they would refund me. I checked my bank and they charged me twice. They then denied having the money for 2 weeks and said they would not refund. I've been in an email back and forth for w weeks with them. They basically say it's not their problem. My bank confirms they have the money, there staff told me they received it through Google pay. But now they lie and thief. Whatever you do, do not let them have your card details. Shoppee is a scam",Joshua webley,"This website is a scam. A full scam. Usually things either arrive the wrong size or broken, where they will not refund. But my last order I paid by Google pay, I ordered 3 items. Paid by Google pay, was charged by my bank and there colleague told me they received the money (I have screenshot of the conversation). They then cancelled my order and told me they would refund me. I checked my bank and they charged me twice. They then denied having the money for 2 weeks and said they would not refund. I've been in an email back and forth for w weeks with them. They basically say it's not their problem. My bank confirms they have the money, there staff told me they received it through Google pay. But now they lie and thief. Whatever you do, do not let them have your card details. Shoppee is a scam",Negative
31/10/2023,4,It is very convenient to buy things from shopee,Tan,It is very convenient to buy things from shopee,Positive
30/10/2023,1,"Many people in Malaysia have had unfortunate experiences with Shopee, a popular online shopping platform. Despite being a loyal customer for a long time, I faced a series of issues with their service.

Every time I placed an order and it was supposed to be delivered, I received either a call or a picture from the delivery person. However, during my last order, neither a delivery picture was sent to me nor did I receive the item. This raised my suspicion. I decided to investigate by first reaching out to my condominium's security personnel, who confirmed receiving the order, and Shopee's order status also indicated that the product had been delivered. 

To get to the bottom of the matter, I documented the delivery timing and dates. I even went a step further and reviewed the CCTV footage, which revealed that no delivery person had ever arrived at my location. 

Frustrated, I engaged in a live chat with a Shopee agent to report this issue. The agent assured me that they would investigate the matter. However, after waiting for 2 to 3 days with no messages or calls from Shopee customer care, I once again initiated a live chat with a different agent to explain the situation. This time, they promised to refund my amount within 3 to 4 days.

However, my frustration only grew when I checked the status today and found that it indicated my order had been delivered, with no refund allocated to me. This prompted me to contact another live agent, Ms. Alia, who claimed that the order had been delivered and inspected by their Shopee team, suggesting I should check on my end.

I was convinced that the delivery had occurred elsewhere, as the evidence I had gathered did not match the supposed delivery location. Despite my efforts, neither the seller nor the Shopee agent helped me connect with the delivery person. Even when I informed them that I had reviewed the CCTV footage, they remained unresponsive.

My frustration with Shopee stems from the fact that they don't offer a cash-on-delivery (COD) option. When you don't receive your order, Shopee offers little to no assistance. This raises questions about trust and reliability when ordering from online apps like Shopee, especially when they fail to support their customers.

I find it difficult to trust Shopee and consider placing an order again, given the potential for a repeat of this unpleasant experience. Additionally, I don't have the time or patience to engage in another time-consuming live chat when it is evident that Shopee's support is lacking.

Therefore, I urge fellow viewers not to order from Shopee and kindly share recommendations for good and trustworthy online apps in Malaysia in the comments section. Thank you for your attention and support.",santoshi,"Many people in Malaysia have had unfortunate experiences with Shopee, a popular online shopping platform. Despite being a loyal customer for a long time, I faced a series of issues with their service.

Every time I placed an order and it was supposed to be delivered, I received either a call or a picture from the delivery person. However, during my last order, neither a delivery picture was sent to me nor did I receive the item. This raised my suspicion. I decided to investigate by first reaching out to my condominium's security personnel, who confirmed receiving the order, and Shopee's order status also indicated that the product had been delivered. 

To get to the bottom of the matter, I documented the delivery timing and dates. I even went a step further and reviewed the CCTV footage, which revealed that no delivery person had ever arrived at my location. 

Frustrated, I engaged in a live chat with a Shopee agent to report this issue. The agent assured me that they would investigate the matter. However, after waiting for 2 to 3 days with no messages or calls from Shopee customer care, I once again initiated a live chat with a different agent to explain the situation. This time, they promised to refund my amount within 3 to 4 days.

However, my frustration only grew when I checked the status today and found that it indicated my order had been delivered, with no refund allocated to me. This prompted me to contact another live agent, Ms. Alia, who claimed that the order had been delivered and inspected by their Shopee team, suggesting I should check on my end.

I was convinced that the delivery had occurred elsewhere, as the evidence I had gathered did not match the supposed delivery location. Despite my efforts, neither the seller nor the Shopee agent helped me connect with the delivery person. Even when I informed them that I had reviewed the CCTV footage, they remained unresponsive.

My frustration with Shopee stems from the fact that they don't offer a cash-on-delivery (COD) option. When you don't receive your order, Shopee offers little to no assistance. This raises questions about trust and reliability when ordering from online apps like Shopee, especially when they fail to support their customers.

I find it difficult to trust Shopee and consider placing an order again, given the potential for a repeat of this unpleasant experience. Additionally, I don't have the time or patience to engage in another time-consuming live chat when it is evident that Shopee's support is lacking.

Therefore, I urge fellow viewers not to order from Shopee and kindly share recommendations for good and trustworthy online apps in Malaysia in the comments section. Thank you for your attention and support.",Negative
23/10/2023,1,"Now I've had it with Shopee!! Last time they delivered an item for half the price and the time before that they delivered a CCTV camera that wasn't even the brand I ordered and with instructions only in Chinese which made it really hard to setup the product..... I've spent so much money with them and they have been a BIG DISAPPOINTMENT and because I'm ordering the items for my parent overseas it makes returning any products extremely difficult (plus I feel bad for the delivery guys having to carry extra because the company is horrible)..

This time I ordered it got even worse because they sent a product that was BROKEN and had clearly already been used.. Which is disgusting because it was a pair of hair clippers. I'M NEVER ORDERING FROM SHOPEE EVER AGAIN! And Lazada is the same rubbish.",Johanna Catubig Melander,"Now I've had it with Shopee!! Last time they delivered an item for half the price and the time before that they delivered a CCTV camera that wasn't even the brand I ordered and with instructions only in Chinese which made it really hard to setup the product..... I've spent so much money with them and they have been a BIG DISAPPOINTMENT and because I'm ordering the items for my parent overseas it makes returning any products extremely difficult (plus I feel bad for the delivery guys having to carry extra because the company is horrible)..

This time I ordered it got even worse because they sent a product that was BROKEN and had clearly already been used.. Which is disgusting because it was a pair of hair clippers. I'M NEVER ORDERING FROM SHOPEE EVER AGAIN! And Lazada is the same rubbish.",Negative
19/10/2023,1,"Shopee is the worst when trying to return an item that the seller wrongly advertised. The seller stated it was 100% cotton and it clearly showed the label stating 90% polyester and 10% spandex.  Wrote to seller who asked me to write to shopee. I did and gave all evidence along with it being the wrong size. After shopee agreed that I had made my case and could return it, I waited for shopee to update the status so I could return it but they never did and it continued stating it was under review. As such I could not get the label to return it. After four phone calls and many emails, they still every time insisted it would be dealt with. I even spoke to their supervisor who promised but didn't deliver. And today I received another email stating that I had did that I had Changed My Mind about the product and to contact the seller. Shopee is incompetent and does not value its customers from the way I've been treated. I have always had great experience returning items with Lazada and they take responsibility when their sellers lie about their products. I'm afraid to ever order anything rude from Shopee and I've spent a lot of money on this site. They will lose me as a customer if they don't settle this. Lazada even calls me when there's an issue with their product and offers compensation. Shopee just gets me to do more and more things and still it is not settled. A nightmare. Such lack of care for their customer.",Vivien FS Wong,"Shopee is the worst when trying to return an item that the seller wrongly advertised. The seller stated it was 100% cotton and it clearly showed the label stating 90% polyester and 10% spandex.  Wrote to seller who asked me to write to shopee. I did and gave all evidence along with it being the wrong size. After shopee agreed that I had made my case and could return it, I waited for shopee to update the status so I could return it but they never did and it continued stating it was under review. As such I could not get the label to return it. After four phone calls and many emails, they still every time insisted it would be dealt with. I even spoke to their supervisor who promised but didn't deliver. And today I received another email stating that I had did that I had Changed My Mind about the product and to contact the seller. Shopee is incompetent and does not value its customers from the way I've been treated. I have always had great experience returning items with Lazada and they take responsibility when their sellers lie about their products. I'm afraid to ever order anything rude from Shopee and I've spent a lot of money on this site. They will lose me as a customer if they don't settle this. Lazada even calls me when there's an issue with their product and offers compensation. Shopee just gets me to do more and more things and still it is not settled. A nightmare. Such lack of care for their customer.",Negative
13/10/2023,5,So grateful prices,Saisree Vemireddy,So grateful prices,Positive
9/10/2023,1,Horrible service! They only inform parcel is lost after 2 weeks when customer log complaint via mcmc to check parcel whereabouts,Nicole Wong,Horrible service! They only inform parcel is lost after 2 weeks when customer log complaint via mcmc to check parcel whereabouts,Negative
7/10/2023,1,"I cannot log in my account,it need 2 step of verification,phone/password and emails.In my case , I do not know my email is ,I told the CS I cannot verify though email,and now the moron start,I copy all reply orginally from the live agent .
CS:You can receive your otp on your email right?
Me:Cannot 
CS: I see .May I know if other notification your email can receieve?
Me:No , i think someone change the email account 
CS:Oh we're so sorry to hear that ooiinvert.
CS:For that I humbly suggest to change your email so that you can receiev your otp and if you think that other people change your email.
Me: I cannot log in the account so I cannot change 
CS:May I know if you want to change your email even you cannot log in?
CS:So that I can assist you for changing your email?
Me:Ok
CS:Kindly send this details to me so that I can assist you for changing your email                                                                                             
Shopee username/ID;
Registered phone number;
Old email address:
New email address:
Me:I dont know the old email address
CS:We're so sorry to hear that ooiinvert.
For that we cannot proceed on changing your email.
But may I confirm that you can receive your otp on your phone number right?
Me :Yes
CS:I see
CS:For that you can used that on receieving your otp just now.
Me:It need 2 verify 
CS:Oh I see.
CS:Can you please see your old email on your email account?
Me:I do not know my old email 
CS:May I know if you can locate it?
We're so sorry to hear that ooiinvert.
Me:I do not know what is the email registered 
CS:You can see it your old account on your google account right?
Me:I do not know which google account 
Any solution without the emails ?
I do not know what is the email and i cannot find 
CS:One moment please.
CS:Thank you for patiently waiting. Can you please try this Go to the Me tab > Select âš™ icon > Account & Security > Select Email > Enter Verify by Email OTP for verification > CONTINUE > Enter new email address > DONE. After this, youâ€™ll need to verify your new email address via the verification link that was sent to your inbox. 
If you still the issue still the same kindly try the basic trouble shooting for you to proceed.
Thank you for your patience and kind understanding regarding on thisðŸ˜Š
Me:I cannot log in the account 
How i can  change the email 
Please stop with email things
First 1 do not know what is the email 
Second ,i cannot log in the account because it need to send otp to the email
CS:
I see, I understand that you cannot remember the old email address and we're so sorry that you can't log in as well.
But the only way that I can proceed to change your email is to provide the old email address.

Me:So im asking 
Is there any other solution 
Without the email 
To log in the account 
Maybe send IC 
Or maybe call me ?

CS:Yes you can do that also on sending your IC too.",Binbin Ooi,"I cannot log in my account,it need 2 step of verification,phone/password and emails.In my case , I do not know my email is ,I told the CS I cannot verify though email,and now the moron start,I copy all reply orginally from the live agent .
CS:You can receive your otp on your email right?
Me:Cannot 
CS: I see .May I know if other notification your email can receieve?
Me:No , i think someone change the email account 
CS:Oh we're so sorry to hear that ooiinvert.
CS:For that I humbly suggest to change your email so that you can receiev your otp and if you think that other people change your email.
Me: I cannot log in the account so I cannot change 
CS:May I know if you want to change your email even you cannot log in?
CS:So that I can assist you for changing your email?
Me:Ok
CS:Kindly send this details to me so that I can assist you for changing your email                                                                                             
Shopee username/ID;
Registered phone number;
Old email address:
New email address:
Me:I dont know the old email address
CS:We're so sorry to hear that ooiinvert.
For that we cannot proceed on changing your email.
But may I confirm that you can receive your otp on your phone number right?
Me :Yes
CS:I see
CS:For that you can used that on receieving your otp just now.
Me:It need 2 verify 
CS:Oh I see.
CS:Can you please see your old email on your email account?
Me:I do not know my old email 
CS:May I know if you can locate it?
We're so sorry to hear that ooiinvert.
Me:I do not know what is the email registered 
CS:You can see it your old account on your google account right?
Me:I do not know which google account 
Any solution without the emails ?
I do not know what is the email and i cannot find 
CS:One moment please.
CS:Thank you for patiently waiting. Can you please try this Go to the Me tab > Select âš™ icon > Account & Security > Select Email > Enter Verify by Email OTP for verification > CONTINUE > Enter new email address > DONE. After this, youâ€™ll need to verify your new email address via the verification link that was sent to your inbox. 
If you still the issue still the same kindly try the basic trouble shooting for you to proceed.
Thank you for your patience and kind understanding regarding on thisðŸ˜Š
Me:I cannot log in the account 
How i can  change the email 
Please stop with email things
First 1 do not know what is the email 
Second ,i cannot log in the account because it need to send otp to the email
CS:
I see, I understand that you cannot remember the old email address and we're so sorry that you can't log in as well.
But the only way that I can proceed to change your email is to provide the old email address.

Me:So im asking 
Is there any other solution 
Without the email 
To log in the account 
Maybe send IC 
Or maybe call me ?

CS:Yes you can do that also on sending your IC too.",Negative
1/10/2023,1,"A platform run by morons. The middle management have a power trip problem, they think bullying the sellers makes their tiny parts big and strong. They are massively second rate compared to Lazada, and Lazada is also shockingly bad. For any sellers, remember you need your own website, because you can't trust the moron staff on any other platform.",SB,"A platform run by morons. The middle management have a power trip problem, they think bullying the sellers makes their tiny parts big and strong. They are massively second rate compared to Lazada, and Lazada is also shockingly bad. For any sellers, remember you need your own website, because you can't trust the moron staff on any other platform.",Negative
19/9/2023,1,"Another bunch of online theives, no customer service, totally ignored my issues with a pad I bought that is useless wouldn't except a return BC I'd excepted delivery then asked to return under the guarantee and was totally ignored, why these theives are more regulated is the question!!!!!",magic rabbit,"Another bunch of online theives, no customer service, totally ignored my issues with a pad I bought that is useless wouldn't except a return BC I'd excepted delivery then asked to return under the guarantee and was totally ignored, why these theives are more regulated is the question!!!!!",Negative
3/9/2023,4,Fun to browse and easy to buy things.,Lolita Riemer,Fun to browse and easy to buy things.,Positive
25/8/2023,1,"DON""T BUY FROM THEM.....
 They don't send you the merchandise you ordered ! They won't  refund your money.....
They are a scammer ..!!",JP,"DON""T BUY FROM THEM.....
 They don't send you the merchandise you ordered ! They won't  refund your money.....
They are a scammer ..!!",Negative
23/8/2023,1,"Very hard to get return & refund if any issue with item purchased. Recently i bought a dress from Shopee, but cannot wear due to the wrong measurement (sellerâ€™s fault). Shopee agent asked me to return and they will reimburse the return shipping fee & also refund me.

But ended up, they only refund the amount I paid for the dress! I emailed their customer service about the shipping fee reimbursement. They said this item donâ€™t need to be returned. As such, they wonâ€™t be able to reimburse the return shipping fee. If donâ€™t need to be returned, why they asked me to return it in the first place?  Wasting my time, money & efforts! No more buying from Shopee. Hopeless",Adelyn,"Very hard to get return & refund if any issue with item purchased. Recently i bought a dress from Shopee, but cannot wear due to the wrong measurement (sellerâ€™s fault). Shopee agent asked me to return and they will reimburse the return shipping fee & also refund me.

But ended up, they only refund the amount I paid for the dress! I emailed their customer service about the shipping fee reimbursement. They said this item donâ€™t need to be returned. As such, they wonâ€™t be able to reimburse the return shipping fee. If donâ€™t need to be returned, why they asked me to return it in the first place?  Wasting my time, money & efforts! No more buying from Shopee. Hopeless",Negative
23/8/2023,1,"DISHONEST e-commerce company. I received a faulty product from their so-called elite ""Shopee Mall"" and expedited a requested return-refund swiftly. 

I submitted all photo evidences and it is clearly faulty. And yet, a SHOPEE AGENT SHAKTHI had the cheek to reject my request out of his whim and fancies according to his preference and not of the seller. He made the decision to reject my request and it wasn't the seller when I clarified it with the seller of the product itself. The seller themselves did not receive the request and the SHOPEE AGENT SHAKTHI closed my case without any further discussion at all whatsoever. 

This decision of his has caused me a lost of opportunity to a fair dispute of the faulty product and has caused me money that I can never retrieve back.

I have also tried speaking to their CS team on Twitter but they were playing a fool by not understanding what I was saying. They kept trying to refer me back to what I will not be able to do, that is to dispute the decision. No where in the app will I be able to dispute the SHOPEE AGENT SHAKTHI's decision as HE HAS CLOSED THE CASE rendering the transaction as COMPLETE and MONEY RELEASED TO THE SELLER.

This DISHONEST CHINA COMPANY needs to be stopped and I would very well want to see this company face legal actions both by the consumers and also by law of the country they are operating.",Onigiri,"DISHONEST e-commerce company. I received a faulty product from their so-called elite ""Shopee Mall"" and expedited a requested return-refund swiftly. 

I submitted all photo evidences and it is clearly faulty. And yet, a SHOPEE AGENT SHAKTHI had the cheek to reject my request out of his whim and fancies according to his preference and not of the seller. He made the decision to reject my request and it wasn't the seller when I clarified it with the seller of the product itself. The seller themselves did not receive the request and the SHOPEE AGENT SHAKTHI closed my case without any further discussion at all whatsoever. 

This decision of his has caused me a lost of opportunity to a fair dispute of the faulty product and has caused me money that I can never retrieve back.

I have also tried speaking to their CS team on Twitter but they were playing a fool by not understanding what I was saying. They kept trying to refer me back to what I will not be able to do, that is to dispute the decision. No where in the app will I be able to dispute the SHOPEE AGENT SHAKTHI's decision as HE HAS CLOSED THE CASE rendering the transaction as COMPLETE and MONEY RELEASED TO THE SELLER.

This DISHONEST CHINA COMPANY needs to be stopped and I would very well want to see this company face legal actions both by the consumers and also by law of the country they are operating.",Negative
